,Content,Location,Username,Retweet-Count,Favorites,Created at
111,"ELECTION MONITOR #CALLS ON @SupremeCourtNg TO URGENTLY #REVIEW THE COURT OF APPEAL JUDGMENT OF THE 2019 CROSS RIVER GOVERNORSHIP ELECTION 

https://t.co/flNAKFcrvz

https://t.co/oKbgUmpf8j

@NigeriaGov @NGRPresident @MBuhari @NGRSenate @HouseNGR",Abuja,electmonitorng,0,0,2021-03-30 20:56:14
112,conspiracy theory : someone planted those creepers in the hall to sabotage the election and to postpone it !!,l'womanburg,smdsophie,0,0,2021-03-30 20:56:12
113,@CNNPolitics Another bankruptcy to his belt!! I'm sorry about those that believed his lies about election fraud and donated their money so that this 4 times bankrupted loser gets a 5th chance.,,jfpaula01,0,0,2021-03-30 20:56:10
114,@TheTybeeTimes @GaSecofState @GaRepublicans You mean the election where the @GaRepublicans colluded with @staceyabrams to anoint @POTUS President? And you trusted them to reform election procedures? Your a funny dude. https://t.co/qao9lP98oR for tough reform no mail in ballots.,"Arlington, Texas",mcamelyne,0,0,2021-03-30 20:56:10
115,Eligible voters have until April 1 to register to vote for elections this May https://t.co/QseHOPV3c5,,impactnews_hrm,0,0,2021-03-30 20:56:06
116,Eligible voters have until April 1 to register to vote for elections this May https://t.co/YqtXXmNMPE,"Spring, TX",impactnews_skl,0,0,2021-03-30 20:56:06
117,Eligible voters have until April 1 to register to vote for elections this May https://t.co/wJw7uZLQlO,"The Woodlands, TX",impactnews_wdl,0,0,2021-03-30 20:56:06
118,@VeritasEver I think she should test the waters by standing for the lower house at the election.,"Australia, Victoria.",TedTratt,0,0,2021-03-30 20:56:06
119,"@ThePlumLineGS I don't understand how GA can ""legally"" make their new voting restrictions and allowing congress to overturn election results they don't like work....can someone please explain?",,jaknannie,0,0,2021-03-30 20:56:06
120,"Tartine workers are officially unionized, more than a year after the original election. Here's why it took so long for the final votes to get counted: https://t.co/LkI3FaUT9g","Oakland, CA",JanelleBitker,1,3,2021-03-30 20:56:06
